,Comment,Rating,Rating Date,Profile Name,Profile Link,Profile Location,Place
919,"I have very mixed feelings about this place. Let me explain.The park is massive. No complaints here. Tons of room to walk, rest and have a nice picnic. You'll find, along the way, nice sculptures representing different things. Along the way is a nice dock you can walk on and be close to the water on the Canal. This good stuff pretty much stops here. The park, and I mean all of it (look on google maps for the entire size), is filled with dog poop. I mean everywhere. Take one step and you've stepped in some, take another step and... low and behold you've stepped in some more again.I am not kidding. The park is not clean and I was disgusted by this that I did not want to sit on the ground to have my picnic. Thank god we found a bench because there was absolutely no way I'd be able to sit and eat.My reasoning for the two stars is that if you expect people to come to a public park, at least clean it.I understand if there was dog poop here and there but literally everywhere? I mean c'mon Parc René-Lévesque. Time to step up and clean the poopsies!",2,10/7/2020,Andrew H.,https://www.yelp.com/user_details?userid=kjzg7jTm6tWhETeJ3xDqZw,"Saint-Laurent, Montreal, Canada",Parc René-Lévesque
920,A really nice park to walk through with a gorgeous view of the water. One of the more scenic parks around Montreal at the tip of the Lachine Canal.,5,11/24/2020,Jonathan L.,https://www.yelp.com/user_details?userid=ykuDGEj5J1PKs-0huwiVVg,"Montreal, Canada",Parc René-Lévesque
921,"Park René-Lévesque is simply gorgeous. It's basically a strip of land that stretches right into Saint Lawrence river and lake Saint Luis. The views of the surrounding water are breathtaking in all seasons particularly from the west tip of the park. Big highlight of the park is the sculpture garden. There is also an arboretum section to enjoy. Best of all is the park is accessible by many biking paths. However if you prefer to come for a picnic with many friends, family, bringing cooler and barbecue grill you will find a lot of paid parking space at the park entrance. One of the places I would also strongly recommend to bring Montreal visitors to.",5,9/20/2020,Dessi V.,https://www.yelp.com/user_details?userid=Zoec9wehLFa8CV1JnCCVug,"Verdun, Canada",Parc René-Lévesque
922,"Please don't hate me because I'm from Montreal, live downtown, am an avid biker and never knew about this Park. I discovered  it today and what a Gem this is. It's what we call a Peninsula in Lachine. On one side we see all the boats and on the other the horizon. I fumbled on to this riding through Verdun to Lasalle to Lachine. It's a small stretch through the park about 300m but it's full of families playing, outdoor beautiful sculptures or benches to sit on and just take a deep breath and look out in the yonder..... What a great day it was!",5,8/23/2019,Karen H.,https://www.yelp.com/user_details?userid=KFsbACIHXQxyff_W6CN1LA,"Montreal, Canada",Parc René-Lévesque
923,"It astounds me that there are people in Montreal who have lived here for years and have no idea or clue about Montreal's southern shoreline and how it's basically one long, 20 km non-stop park (and bicycle path) from the Champlain Bridge right through Verdun, Lasalle and to the end of Lachine/beginning of Dorval. (Seriously Plateau yuppies and Mile End hipsters, get out of your shells sometime...) Parc Rene Levesque is one of the more special ones, in that it is a peninsula created from landfill (like  Ile Ste-Helene and Parc Jean Drapeau), but the landscape artists did a super job making the sculptures and the waterfront views the highlights of this peninsula park. On one side, it faces Kahnawake and on the other side, it faces the old Lachine village, the Lachine marina and the beginning of the Lachine Canal. This place is always filled with roller-bladers, cyclists and families out enjoying the day. Not sure if it's still going, but there used to be a ferry that ran between the tip of the park to the Lachine Village (in front of the Dairy Queen).I find Montreal, while it has its share of sculptured public art, comes no where near as close the amounts of public sculptures and statues you see in cities like New York, Toronto or even Chicago. Come here, and it makes up for what it lacks downtown if you like sculptured art. In fact all the waterfront parks along Lachine are full of them.",5,7/4/2018,Bobby A.,https://www.yelp.com/user_details?userid=ReDypdRmVA3wc-QG8HBKkQ,"Montreal, Canada",Parc René-Lévesque
924,"HIDDEN MONTREAL PARK GEM and next to Mont-Royal our favorite number 2 park for walking, skating, runninh or biking.Park shoots out on a peninsula with water on both sides and one of the largest outdoor sculpture exhibits in canada and beautifully kept large green lawn areas and waterside recliners and benches.Park is not huge but it is a great peaceful, breezy and well maintained setting for a nice walk and picnic and a great bench seating area at the end of the peninsula with the cool water breezes and water all around.At the beginning of the park on right side you will find a sign with map and list of the 30 outdoor sculptures and their artists. Before you read the artists background and description try to get the group to determine what they thought the artist inspiration or influences were in making these sculptures.There is also a great cafe bistro with lots of seating area and terrace at the start of the park.A must stop for all: locals and visitors",5,5/21/2018,A A.,https://www.yelp.com/user_details?userid=-Yb1srF4RYtpn-6Yp8ojRg,"New York, NY",Parc René-Lévesque
925,This is a medium size park (I would say a strip of 2 Km on 200-300m) but full of wonders. The park is a small Peninsula which means you can walk on the trail and on one side see boats and the other the horizon. At the entrance there is a small shop you can rent bikes or skates or just buy some icecream. This is your last chance for some cold drinks if you didnt bring any with you.What gives this park some extra points is all the wonderful statues that are scattered all over. My son just loved exploring them. Most of the park is exposed to the sun but there are trees and benches you can sit on or picnic in the shade. also in the edge of the park there is a small strip you can actually go into the water (if you are brave).,4,6/27/2016,Tomer N.,https://www.yelp.com/user_details?userid=CwFebMF23wOAepWE38XACA,"Ottawa, Canada",Parc René-Lévesque
926,"GORGEOUS park. One of my favorite parks, if not my favorite. Such an easy park to stroll through as it is spread along the water. Unlike other parks, there are no cliffs to hike up and it probably holds the most outdoor sculptures. Just wish it was closer to my place downtown. FYI, no dogs allowed. Having traveled all the way there, I was lucky to have a carrier bag for my little furry friend to carry him around unnoticed. - The end.",5,6/28/2017,Tania P.,https://www.yelp.com/user_details?userid=BxOG479iEleffbKoR_X3Mg,"Montreal, Canada",Parc René-Lévesque
927,"Absolutely LOVED this parc. It's soo beautiful. It's the end of the Canal Lachine Bike route. and there's so many birds/ducks that don't get scared of you, places to sit, restrooms if you need it, and just an amazing view. It's really good to relax, have your picnic, enjoy ypur food, chill, tan, anything basically! I'd come back here again, and it's a nice break after the long long bike ride!",5,7/23/2015,Lara S.,https://www.yelp.com/user_details?userid=RMopAcH2eoiOuPkStfg_YQ,"Montreal, Canada",Parc René-Lévesque
928,"Cannot believe that me, someone who reviews like every park ever...has NOT reviewed this park yet?!  This is but one of a few serious head scratchers I've come across recently. We're fixin that right now.So this park is technically actually ginormous and constitutes the whole entire LaSalle Blvd riverside park from the Verdun border (Parc l'Honorable Georges O'Reilly) all the way to Parc de l'Aqueduc. I've tried numerous times, to no avail, to find some other hidden park name throughout this vast space, but so far nada. Particularly though, the spot you really wana check out in this park, and the reason it deserves more than all 5 stars, is the bird sanctuary island: at the corner of 6th/7th avenue and Blvd LaSalle. The rapids are intimidatingly astonishing and close enough to drown in here and the whole tiny island is full of different birds and sometimes other wildlife. Great picnic options, great photo options, extremely relaxing, beautiful and enjoyable! Bikes are not permitted on the island and must be parked at the bike rack at the entrance, so bring your bike lock. (There are still A-HOLES that don't respect this and think it's fine to walk their bikes through, but please don't be like those ppl - you'll disturb the bird habitats and make it difficult to walk around each other on the path as well as cause traffic). It's a beautiful spot to bird watch, practice photography, do yoga, picnic or to enjoy the rapids in all their glory without getting wet (necessarily). It's an excellent, well worth the price tag of ZERO, activity for the whole family or the couple in love to enjoy.Up until recently dogs were not allowed in any part of this park, now pooches are allowed in the park by the riverside, but still not allowed to bring your furchildren with you on the sanctuary island at 6th avenue (for obvious reasons). I have taken many many photos at my stops at this park so let them speak for me. I will leave it at this: if u live in Mtl, or if ur visiting Mtl and you believe Parc Lafontaine etc. is impressive or worth your time, and you have not yet discovered this park: it is DEFINITELY worth making the trek over, you have definitely been missin out on somethin' special.Of course I say that knowing one day I'll be b*tching that the spot got too popular and ppl are ruining it. *le sigh* Enjoy with respect folks okodoki?!",5,5/17/2019,Kandi R.,https://www.yelp.com/user_details?userid=CLfqC-AQJLkmOHV3d-KCZg,"La Salle, Canada",Parc des Rapides
929,Just past my fav park I found this lovely park that was full of wild animals. I seen a crane a ground hog ducks and birds all with in 3 minutes.Great place to go for a walk or even have a picnic.The rapids are intense as ever here so be careful.,4,7/7/2018,Amber H.,https://www.yelp.com/user_details?userid=U95wccXN_J8JwA5Ktlu8tw,"Montreal, Canada",Parc des Rapides
930,"IMPORTANT FOR DOG OWNERS: Ok park, but Not Pet Friendly at All. They do not even allow small dogs in backpacks or other carriers.",1,5/20/2018,A A.,https://www.yelp.com/user_details?userid=-Yb1srF4RYtpn-6Yp8ojRg,"New York, NY",Parc des Rapides
931,"This is Montreal's ""other"" Park.While many have already written about and described and visited Montreal's Mont Royal Park, I'd like to divert people's attention to another of Montreal's park's and the better one in my opinion as well.The Parc des Rapides is located in the southern Montreal borough of Lasalle and without a car, it's not all that difficult to get to. Just go to De L'Eglise Metro station (Green Line) and catch the 58 ouest. Better yet, jump on the Verdun bike path which runs along the river and it will literally take you there.A giant bird sanctuary, thunderous, roaring river rapids, adventurous kayakers, Stand-Up Paddling in the basin, fly-fishing, families out for the day, photographers, couples making out in the bushes, students studying under a shade of the tree, painters, random landscape sculptures, you will literally find it all here. I actually prefer this park to Mont Royal because of the dramatic setting in the middle of the St. Lawrence River and the crashing white water rapids all around you. It just somehow feels cooler and you feel you're nowhere near the city. The landscape designers have done a stellar job here of interspersing the trees, bushes, flowers, and sculptures. You're bound to find your own little place somewhere here to just chill, pic-nic, read a book or meditate. Pack a lunch and come here and if you didn't, no worries, there's a great Italian restaurant across the street as well as an ice-cream bar. Come here, chill, relax, watch the ducks, geese, herons and other birds. Montreal may be one of the unique cities in the world which is located close-by to white river rapids so  why not come check it out? This is a wonderful place which not many outsiders know about but should and deserves more attention from locals and visitors alike.",5,6/11/2014,Bobby A.,https://www.yelp.com/user_details?userid=ReDypdRmVA3wc-QG8HBKkQ,"Montreal, Canada",Parc des Rapides
932,A great FREE attraction which is also located in a reasonable distance from a metro so thats another plus. The nice park (or parc) is at the edge of a lovely canal walk and what I like about it is that during the summer you see people there enjoying the sun and during winter you can come there and see huge chunks of ice floating on the river..breathtaking.,5,12/13/2015,Tomer N.,https://www.yelp.com/user_details?userid=CwFebMF23wOAepWE38XACA,"Ottawa, Canada",Parc des Rapides
933,"I come here a lot and it just occurred to me to review it.It's a nice island, It looks beautiful in the summer and they have lots of parks and bike paths. A great place to have a picnic or go to the pool.Walking around is always pleasant and towards the end of the island there's a nice workout spot next to Saint Lawrence River. I really enjoy going to Mamie Clafoutis bakery and Sushi Palace.However, there are lots of mosquitoes and it is quite far away. The only public transportation that will take you there is quite unreliable. In the winter time, it's not somewhere you would go unless you lived there.",4,3/19/2016,Justine S.,https://www.yelp.com/user_details?userid=U1vl4SQzO3wTAWlYVnSjnw,"Outremont, Canada",Ile des Soeurs Nun’s Island
934,"I HAVE experienced better islands, ok? I thought about giving this island 3 stars, because there are some very cute and affordable little bungalows on it, and a winding little river with willow trees, and moments of feeling like this would be a nice place to be a kid, but let's face it, now it's mostly condos that ate the shoreline and demolished what should have been protected habitats for all kinds of endangered birds. These were wetlands basically, and now this is just another network of roads linking another pile of mini strip malls, and glass spiked office buildings, and depressing boxlike housing where we can stash our elderly and a few young families looking for affordable housing and last I checked they don't even have recycling pickup.",2,11/8/2013,Risa D.,https://www.yelp.com/user_details?userid=Wc5L6iuvSNF5WGBlqIO8nw,"Lac-Supérieur, Canada",Ile des Soeurs Nun’s Island
935,"Nun's Island is one of the best residential areas in Montreal. There is a lot of green space, community parks, walking paths along Saint Laurence river with memorable views. There are also well maintained sport facilities and community center. The island is 10 min away from downtown, the Old Port of Montreal and Atwater market. There are biking paths that connect the island to Ile Sainte Helene through the ice braking bridge running along Champlain Bridge, as well as biking paths going to Lachine cannal.Snow cleaning and collection during the winter is well organized and may be one of the best in Montreal (difficult to compete with Westmount).Best part is kids play on my street during every season. Cons: growing property prices, over construction in some areas, lack of second primary school the borough of Verdun still can't figure out the right location for.    P.S. There is a recycling pickup since I moved in some time ago.....",5,11/10/2013,Dessi V.,https://www.yelp.com/user_details?userid=Zoec9wehLFa8CV1JnCCVug,"Verdun, Canada",Ile des Soeurs Nun’s Island
936,"Well this is not the traditional children's playground that our little one normally goes to.  Out of all the playground we have been to, this one is undeniably the coolest. We went early in the morning, but can assure you that this place gets busy very fast. The principal attraction is the zipline, which makes this park truly unique.  Make your way to the treehouse, going on the suspended bridges, spider webs and ladders. Lots of other features to ensure that kids of all ages will not get bored, and plenty of places to sit or even have a bite to eat. Very well designed and plenty of space. Just be mindful to stay off areas where there are warning signs about poison ivy.",5,8/11/2019,Sylvio L.,https://www.yelp.com/user_details?userid=3TQ356XWIEM7DDiiRhMt1w,"Montreal, Canada",Parc Nathan-Shuster
937,"The ""Centre de la Nature"" is Laval's park. It's HUGE! Here's a rundown :Pros :- If you have kids, this is a great place to bring them to. There are so many things they can do and it can make for a great family outing.- There's a free animal farm with lots of animals to see such as goats, horses, cows, chickens, roosters, pigs, ponies, mules and so forth. They look like they are taken care of well enough and kids and adult both like to see them.- There's a casse-croute/fast-food joint near the lake. They serve a variety of fast food items such as hot dogs, hamburgers, pogos, fries and so forth. Their menu also has a few more things that clearly caters to kids as well as unprepared parents. :)- Lake has lots of activities. During the summer, canoes can be rented, during the winter you can go skating on the lake.- Plenty of places to plop down onto the grass and have a family picnic.- Lots of trails to be enjoyed and some parts are particularly enjoyable. There's a reason why this place is well known for wedding photos and seeing more than your fair share of brides and grooms walking around.- Huge play park for kids in front of the Farm. Lots of kids here and it can be pretty chaotic... but that's how kids like it, right? :)Cons :- If you're not so much into kids, you may want to avoid some areas during the weekends, there are really A LOT of kids. Some areas may be quiet enough to be enjoyed however if you look well enough.- While their casse-croute/fast food joint has nothing that truly stands out, kindly note the wait time is pretty bad. 20+ minutes to prepare me a couple of hot dogs, pogos and fries? Sup?- Parking is 7$. While contributing to the park is nice and all, it's a bit expensive. So, if you're able to park somewhere nearby freely on the residential streets and bring your stuff to the park, you'll save a bit. You are planning to do a lot of walking anyways, right? What's 10 minutes more going to do?",5,9/10/2014,Jason M.,https://www.yelp.com/user_details?userid=_4NHePAXLhcloTD04wqpqw,"Laval, Montreal, Canada",Centre de la Nature
938,"During covid-19, water equipment rental not available and playground section is surrounded by tall metal fences. There is a hand washing station before going into the play area and watched by 2 people. We went for an evening picnic with friends by the water. Parc is very well maintained with beautiful flowers and decoration and can still see some of the farm animals.",5,7/18/2020,Celine H.,https://www.yelp.com/user_details?userid=QHy3WKG8XeWj2JJ7Adb1zA,"Laval, Canada",Centre de la Nature
939,"My friend and I came here to ice skate. The skating area was quite vast and on a frozen lake. There was music playing, a maple syrup shack, and a fire pit. Food is available in the main building and entrance is free! I read in some reviews that there was paid parking, but I didn't see that. We parked for free. What a great place!",5,2/27/2020,Yvette G.,https://www.yelp.com/user_details?userid=JoVrzT6QTcTeRmXQdQg02w,"Laval, Montreal, Canada",Centre de la Nature
940,"Probably the biggest park I have seen right in a metropolitan city like Laval and this place is huge with 4 lots of parking spaces (7$/day) and plenty of activities to do. There is a building where people can rest and go to the restrooms. There was a hockey tournament going on last weekend, kids join in the fun to win a look-alike Stanley cup. There were free hot dogs stand and free hot drinks from Tim Hortons. I didn't really get a chance to see around because it was way too cold to just walk around to look but I see a board where they specify they offer boat activities, hiking, and biking path. Pretty excited to see how this place looks like in the summer. The snow does not do justice to this amazing park!",4,1/28/2019,Christina T.,https://www.yelp.com/user_details?userid=ao7Jt5QoBWO15lGdZH16Kw,"Montreal, Canada",Centre de la Nature
941,Can't count the number of times I've been there and the number of pics I've taken there and the number of family members from out of town or out of the country I've gone with there! Even as a Montrealer it's a must to go there! And bonus there are bathrooms to go to!!! Must go back ASAP! Go you won't regret it,4,7/9/2018,Coolie V.,https://www.yelp.com/user_details?userid=yzGsdfBz1O1Vc-QjhNQAFg,"Montreal, Canada",Centre de la Nature
942,"AMAZING PARK! abundant parking both with the park and also regular street parking outside.  free entrance and you only pay for what you want to do (paddle boat, canoe, kayak, poney ride, train ride), a super neat park with piano and xylophone, there's a small farm and a petting area, a lake and tons of grass area for kids to play and families to picnic on. really fun place for kids and optimal for parents. i've heard complaints that it can get packed and i can see why considering how family friendly (and cheap!) this place is so i'd recommend going in the morning! our family had a blast, will definitely be regular visitors this summer.",4,6/18/2017,Jeannette L.,https://www.yelp.com/user_details?userid=N8oEcSShL_-tkVtDhbZ3Xw,"Laval, Montreal, Canada",Centre de la Nature
943,"I just love, love, LOVE this park. We came here during the Christmas market with the family and had an amazing time. Bought so many home made chocolates, artisan breads, drank some nice hot chocolate and my son met Santa and was trolled by an elf LOL.During the summer it is a great place to have a picnic and just enjoy the beauty of the park and its' animals.Did I mention how much I LOVE this place!",5,12/21/2016,Sam A.,https://www.yelp.com/user_details?userid=wfXnisPUtsckqx71YRSBOQ,"Laval, Montreal, Canada",Centre de la Nature
944,"Went to Montreal and or course we needed to visit the Old Port of Montreal, every time we go we stop at Montreal we always come. It's our first time coming since  La Grande Roue de Montreal was built. It is a great attraction, and there's something of interest for the whole family which is great. You can walk and sit along the old port and look at the beautiful views that stretches over 2km along the Saint Lawrence River. We also love the street vendors, good prices and unique stuff. Everyone was interested in what the vendors had to offer, they were very friendly as well. They also had food trucks.",5,10/21/2019,Viko N.,https://www.yelp.com/user_details?userid=HuESxQX3PLPBUvYWDDP9MA,"Markham, Canada",Le Vieux-Port de Montréal
945,Beautiful old port that is kind or touristy but we were tourists so it worked. Helps if there is great weather and sunny skies as the view across the river is lovely with lots of Canadian Geese swimming about. Great picture spot especially in fall with all the colorful leaves. Some food trucks and some vendors there as well. Perfect for a picnic in the summer.,4,10/21/2019,Trace V.,https://www.yelp.com/user_details?userid=qH-0Nf1nX7u4AABrILgZGg,"Santa Monica, CA",Le Vieux-Port de Montréal
946,"I love the old port, it always makes me feel like a kid again, beautiful views, historic sites. I was bored and told myself, you haven't been downtown in such a long time, so I decided to go to the old port. I went to the clock tower where I decided to go all the way up on too, approximately 281 steps, going up was not so bad, but coming that was a whole other story. But if you do try bring your camera as there is exceptional views from up there.Great restaurant, always many street players, they also have la Grande Roue now which is open even during winter. In the summer you can swing you way over the old port. Many activities for all age. What I like about the old port is that its for all ages all occasion form you young couple, to a family with many kids and good in every season.",5,11/7/2017,Sanaz N.,https://www.yelp.com/user_details?userid=-8nmj3B-tfY_vFiimtBOsw,"Laval, Canada",Le Vieux-Port de Montréal
947,"Loved visiting the Old Port! So much to do including the Ferris wheel, shopping and zip-lining. Highly recommend, would visit again!",5,8/13/2019,Kathryn B.,https://www.yelp.com/user_details?userid=pLloOwQ2MNgjF9VwkUxLoQ,"New York, NY",Le Vieux-Port de Montréal
948,"I'm not entirely sure what's so different about this Yelp listing and the one for Old Montreal, as the lines seem to blur. So I'm not going to wax too poetic here, just in case I'm describing the same thing as that other Yelp page without the word ""port"" in it.But that's the main different to me, is that this is all about that port, and even though all of old Montreal sort of has the moniker of ""Old Port"" that we're dealing with the port part specifically.To be honest, it's still the tale of two ports. Yes, there's the area with all the trinket stands, and the massive aerial playground and the zipline and the paddleboats and the droves of tourists. But I was just wandering around and had the other area of the port with locals walking dogs, jogging, and some really incredibly lovely park-like bits near the water, with ponds, fountains, ducks, walkways, and wonderful flowers.I stood there and looked out across the water and saw the funky architecture, and I watched a boat take off into the river, and it felt like a very port-y experience so separate from the commercial side. But really, both were so fun, each in their own way, and without both I would probably not have deeply appreciated either.",5,9/21/2018,Jeffrey S.,https://www.yelp.com/user_details?userid=HXOfPXPMvdXNpQ_l0RRjKw,"Midvale, UT",Le Vieux-Port de Montréal
949,"I like visiting Le Vieux-Port de Montreal everytime we come to this breathtaking city.  The Old Port is part of Old Montreal.  It is over 2 Kilometers long, and it faces the St. Lawrence River.There are plenty of sights to admire.  The most popular are the Science Center, IMAX, and the Clock Tower.  Pretty soon, Montreal will have their own version of the London Eye up and running.  Yup, its the one that looks like a giant ferris wheel.  There are lots of places to eat in the area.  Saw cafes, restaurants, and even a bunch of food trucks.  Like shopping?  There are many vendors selling their merchandise.To me the best part of Old Port Montreal, is to simply go there for a stroll.  Find a spot to sit and chillax.  Maybe even have a picnic too.There are so many things to love about Montreal, and the Old Port happens to be one of them.",5,8/27/2017,PatrickJ T.,https://www.yelp.com/user_details?userid=whINg-cC-FiAv_ATDGMDTg,"Bakersfield, CA",Le Vieux-Port de Montréal
950,"A bit under whelmed. Maybe because it was a gray day. Everything seemed so gray. There was a very large empty concrete surface area in the middle seemingly serving no purpose. All food vendor trucks and carts were shut down. There is a big wheel you can go up in, not quite the London eye though.",3,10/4/2018,Matt G.,https://www.yelp.com/user_details?userid=188nNkbt92KZoF4QtF7ApQ,"Morrisville, NC",Le Vieux-Port de Montréal
951,"Is there ever a bad day at a marina?  Touristy yet still cool check out of marinas and view from the port to old city.It's not a working port but more as a marina and short tours.  I love looking at boats almost more than cars, so all was good.  Options for all ages but is mostly touristy.",4,7/26/2017,Georgia B.,https://www.yelp.com/user_details?userid=FuHrIYl5tnE0HWdgnIENng,"Atlanta, GA",Le Vieux-Port de Montréal
952,"Put your tourist tennis shoes on and get ready to stroll.We enjoyed our varied walks through Old Port while visiting Montreal.  There are parks, paths, boats, paddle boats, zip line, museums, food... You can find almost anything to do or nothing to do.  We never found it overly packed but it was busy (if that makes sense).  We didn't even get to all the spots!  Enjoy your stroll along the St. Lawrence river.",4,7/26/2018,Teri D.,https://www.yelp.com/user_details?userid=T2RyZACHEdEgd6ZQTejv_A,"Grand Prairie, TX",Le Vieux-Port de Montréal
953,"Summer time Saturday night packed a la max. It's crazy the amount of people filling up the streets, it's almost overwhelming. I love the old port the buildings are beautiful and there's so many neat little restos that I wouldn't usually go to because it's a bit further. Parking there is really hectic good luck to anybody trying to find a spot, my advice to you ditch the car take the metro or a uber.The best part of the old port is the cobble stone they have so many great little streets you can walk down and feel like you're in a little city in Europe. The fireworks are the main attraction I would say and they go off at 10 pm sharp so if you want a great spot go early, personally I always find a great spot away from the crowd and always have a great view. Try to find spots that have a little foot bridge or parking levels that are higher up.",4,8/6/2017,Amber H.,https://www.yelp.com/user_details?userid=U95wccXN_J8JwA5Ktlu8tw,"Montreal, Canada",Le Vieux-Port de Montréal
954,"I absolutely love ports and this one was filled with food trucks/stands - it was SO ALIVE which made me veryyy happy. honestly i can just sit here and just people watch while eating from the food trucks all day but due to the parking situation here (only st parking is available and it's all metered so you can only pay for a certain amount of time) i had to run out right after buying my food. overall, definitely recommend people coming here if they come visit montreal, definitely one of my favorite areas",5,8/6/2019,Sue S.,https://www.yelp.com/user_details?userid=_lHS9UHZTZPWPV_C5mdoeg,"Newark, NJ",Le Vieux-Port de Montréal
955,"Definitely a must do while in Montreal! There is a lot to see, eat, and do! Start off with some of the local cuisine (poutine!) in the food trucks. There is also usually a little arts festival along the port as well. If you have young kids, there is a little train that takes you around, bounce houses, bikes, carts, and paddle boats! So much fun!! There is also a zip line and high ropes course for the thrill seekers! The only downside to the port is the abundance of aggressive seagulls and bees! I have a little 10 month old and I was constantly swatting them away!",4,8/30/2016,Rachel B.,https://www.yelp.com/user_details?userid=WYDcflbk0EobPzVO-uJ7jA,"Charlotte, NC",Le Vieux-Port de Montréal
956,"Most picturesque place in Montreal. A myriad of restaurants to choose from, eventful all year long, great atmosphere for families and hanging out with friends. Although known as one of Montreal's touristic spots, it is also frequented by locals, so you won't be getting a fake, touristy experience, you will be living it like a true montrealer.",5,1/5/2020,Daniela B.,https://www.yelp.com/user_details?userid=EdFh9tQCccBFXbdLmiJgHQ,"Brossard, Canada",Le Vieux-Port de Montréal
957,"Vieux-Port (Old Port) is a hot tourist spot like Fisherman's Wharf in San Francisco, Navy Pier in Chicago, and South Street Seaport in NYC.  Out of all of the above, Old Port is my favorite.  1.  They have ziplining!2.  There is a SOS labyrinth game in a converted warehouse!3.  There is an adorable little kiddy train for young children and their parents.4.  It's located along Old Montreal and maintains its historic vibe.5.  The vendors along the pier are not aggressive in selling you their items.",5,6/3/2016,Jing X.,https://www.yelp.com/user_details?userid=A08xF_ykmsWQV0ypYA8wkA,"Brooklyn, NY",Le Vieux-Port de Montréal
958,"The Old Port is definitely turning Into the SF version of Fishermans wharf. Unfortunately every city does have it's must visit places. Many tour guides and hotel concierges must send tourists here in droves. It's a place to see some of the oldest part of Montreal. This is the main draw. The cobblestone streets are unlike many other places you see in a canada (other than Quebec City).   The place however is becoming more and more tacky with horse and carriage tour people all over and your typical nick knack tourist shops. I guess it's the inevitability of having demand for lots of foot traffic. There are some wonderful historic places. You can learn about the early history of Montreal and marvel in the old buildings.  A good selection of amazing restaurants and also some interesting courtyard patios within the restaurants all over the place and wonderful boutique hotels. However I could do without the zipline and decor that I believe makes the place look like an amusement park. Here are some abbreviated tips on some of the many restaurants and hotels:Jardin Nelson- albeit expensive is a great place to come for brunch on a sunny day to enjoy some of the jazz and enjoy a few drinks in their unique courtyard terrace. Gibbys is Fantastic for Steak and I'd declare one of the best steakhouses in the city.The keg - two of them here are your staples for Steak at a dinner to expect to cost $40-$50 pp. Olive and Gourmando- although not eaten there, this is the supposed expensive trendy tourist place for lunch. Modavie, Gaspar and  le Chapagnerie are all gourmet and delicious with different menus. The two top boutique hotels are the St. James- it's been whispered through the grapevine that when Madonna is in town she reserves a whole floor for her and the entourage she travels with. Hotel Nelligan is upscale elegant and very impressive if high end hotels are your budget. The Westin, W and Intercontinental are a bit further walk away but not unreasonable. Just make sure you are able to walk a bit longer. If not, it's always easy to take a cab down. Sure tourists come here in droves and it's understood. Parking is always hellaciously difficult (on the street) and if you park in a city lots is $16 for the day which is gouging in my mind. Overall the place is a 3.5 for me but perhaps I'm somewhat jaded as it's becoming a tad more boring for a local.",3,9/13/2015,D'Arcy L.,https://www.yelp.com/user_details?userid=41kMyI1BfOTyIIAenUSaTQ,"Terrebonne, Canada",Le Vieux-Port de Montréal
959,"There is just so much to see - history, eating, dining, shopping.Walking around Jacques Cartier place this is pretty much the touristy hot spot of Montreal yet it has such a great charm and vibe you won't mind being a tourist yourself. Old world mixed in with some modern amenities.This area is a terrific spot to stroll the cobblestone streets or wander blissfully along the riverside and take in the sights.More than enough to spend a day or two taking in the historical buildings, plenty of cafes to grab a bite, bars to enjoy a libation, and some street performers always doing something fun to watch.We walked around here for days and never got tired of it. Even just to take a seat at an outdoor bistro to people watch and see the world walk by.",4,11/5/2016,Phil H.,https://www.yelp.com/user_details?userid=YttDgOC9AlM4HcAlDsbB2A,"New York, NY",Le Vieux-Port de Montréal
960,"Old Port is the place to be in the summer. There are so many activities to do, food to eat, people to see. It looks gorgeous in the summertime. Lots of people say it's touristy, which it is, but it still feels so nice. Get a Bixi and you will have an awesome day.Also check out the pirate themed adventure park opening this summer, there's going to be a huge zipline!",5,5/17/2016,Justine S.,https://www.yelp.com/user_details?userid=U1vl4SQzO3wTAWlYVnSjnw,"Outremont, Canada",Le Vieux-Port de Montréal
961,"Beautiful, peaceful wonderful. It is  like once upon a time, a fairy tale and charming and friendly. Boy do I love Canada, the food is excellent and the scenery of Montreal is absolutley stunning.",5,5/7/2018,Jodi E.,https://www.yelp.com/user_details?userid=X3bEHJSAGb2_L9f6yMACqA,"Bethesda, MD",Le Vieux-Port de Montréal
962,"The first thing you notice walking in Old Port is the cobblestone! It's sooo nice to be able to enjoy this part of town and absorb the French culture from architecture of the Notre Dame, clock tower and museums. All the sites and shops and restaurants preserve the sophistication of France. No matter the time of year you must stop by. On the summer nights,you'll catch the street concerts and performances.  In the winter months you can ice skate in the St. Laurence River. It can seem a bit touristy at times especially with most of the little shops. But it is considered an attraction.",5,7/25/2014,Nik E.,https://www.yelp.com/user_details?userid=6TKVrW5byD8pVPlF4dtUhg,"Los Angeles, CA",Le Vieux-Port de Montréal
963,"Driving through Old Port in Montreal was a treat for our eyes. Beautiful narrow streets with cobblestones, breathtaking majestic buildings leaning from old sites. I am not a huge fan of tourist shops, but I would raise my eyes just a little higher not to be bothered by them.Old Port hosts amazing galleries, shops hotels and restaurants. Too bad its not possible to visit them all. We chose to drink the famous white Sangria in a beautiful Garden Restaurant with live Jazz music. Maybe another tourist spot, but still absolutely amazing. I hope I will be back to explore more streets and shores. And taste that amazing poutine of theirs.",5,9/8/2015,Michaela P.,https://www.yelp.com/user_details?userid=O59T-4QC1Ud8euM8mq834A,"Edinburgh, United Kingdom",Le Vieux-Port de Montréal
